,country,age_group,purpose,main_activity,info_source,tour_arrangement,package_accomodation,package_food,package_transport_tz,package_insurance,payment_mode,first_trip_tz,total_cost
4150,UNITED STATES OF AMERICA,65+,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,2817750.0
4151,FRANCE,45-64,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Credit Card,Yes,61410375.0
4152,UNITED STATES OF AMERICA,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,12099750.0
4153,FRANCE,25-44,Leisure and Holidays,Conference tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,14296779.0
4154,SOUTH AFRICA,25-44,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Credit Card,Yes,3315000.0
4155,UNITED STATES OF AMERICA,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,12099750.0
4156,UNITED KINGDOM,25-44,Leisure and Holidays,Diving and Sport Fishing,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,2405489.8
4157,KENYA,25-44,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,34807500.0
4158,JAPAN,1-24,Scientific and Academic,Hunting tourism,others,Package Tour,Yes,Yes,No,No,Cash,Yes,348075.0
4159,UNITED KINGDOM,1-24,Volunteering,Cultural tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,3749265.0
4160,UNITED KINGDOM,45-64,Business,Hunting tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,Cash,No,7458750.0
4161,JAPAN,1-24,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,2486250.0
4162,ITALY,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,11346650.0
4163,UNITED KINGDOM,45-64,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,165750.0
4164,UNITED KINGDOM,1-24,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,No,131500.0
4165,FRANCE,45-64,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,23370750.0
4166,UNITED STATES OF AMERICA,65+,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,25276875.0
4167,KENYA,45-64,Other,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,510000.0
4168,ITALY,25-44,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Cash,Yes,1989000.0
4169,DENMARK,25-44,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,33522937.5
4170,ITALY,45-64,Leisure and Holidays,Beach tourism,"Radio, TV, Web",Package Tour,Yes,Yes,No,No,Cash,Yes,5446392.0
4171,GERMANY,25-44,Leisure and Holidays,Beach tourism,others,Independent,No,No,No,No,Cash,Yes,6807990.0
4172,FRANCE,45-64,Leisure and Holidays,Beach tourism,others,Package Tour,Yes,Yes,Yes,No,Cash,Yes,8950500.0
4173,UNITED KINGDOM,1-24,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,5552625.0
4174,KENYA,25-44,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,Yes,No,Cash,No,873958.8
4175,UNITED KINGDOM,25-44,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,5884125.0
4176,GERMANY,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,Credit Card,Yes,23205000.0
4177,SOUTH AFRICA,45-64,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,No,24033750.0
4178,SOUTH AFRICA,45-64,Leisure and Holidays,business,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,Cash,Yes,43260750.0
4179,SPAIN,25-44,Leisure and Holidays,Beach tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,34039950.0
4180,DJIBOUT,25-44,Meetings and Conference,Mountain climbing,Tanzania Mission Abroad,Independent,No,No,No,No,Cash,Yes,1657500.0
4181,KENYA,25-44,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,2486250.0
4182,SPAIN,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,16740750.0
4183,ITALY,25-44,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,1361598.0
4184,GERMANY,25-44,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,7956000.0
4185,CHINA,65+,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Credit Card,Yes,8950500.0
4186,SPAIN,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,No,Yes,Yes,Cash,Yes,19890000.0
4187,KENYA,65+,Visiting Friends and Relatives,Hunting tourism,others,Independent,No,No,No,No,Cash,Yes,314400.0
4188,UNITED KINGDOM,25-44,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,1160250.0
4189,UAE,25-44,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,No,No,Cash,No,11602500.0
4190,NETHERLANDS,45-64,Leisure and Holidays,Wildlife tourism,others,Independent,No,No,No,No,Cash,Yes,4475250.0
4191,UNITED KINGDOM,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,No,19890000.0
4192,FRANCE,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Credit Card,Yes,15497625.0
4193,UNITED KINGDOM,45-64,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Independent,Yes,Yes,Yes,Yes,Cash,Yes,7889700.0
4194,BELGIUM,1-24,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,Yes,Cash,Yes,4889625.0
4195,ITALY,25-44,Leisure and Holidays,Cultural tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,Credit Card,Yes,5784675.0
4196,FRANCE,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,7458750.0
4197,UNITED KINGDOM,1-24,Leisure and Holidays,business,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,200360.0
4198,GERMANY,25-44,Leisure and Holidays,Conference tourism,others,Independent,No,No,No,No,Cash,Yes,14917500.0
4199,UNITED STATES OF AMERICA,45-64,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Credit Card,Yes,10442250.0
4200,GERMANY,1-24,Volunteering,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,Cash,Yes,3315000.0
4201,UNITED KINGDOM,25-44,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,4425525.0
4202,KOREA,25-44,Leisure and Holidays,Conference tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,19392750.0
4203,UNITED STATES OF AMERICA,65+,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,12265500.0
4204,UNITED STATES OF AMERICA,25-44,Leisure and Holidays,Bird watching,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Cash,Yes,11602500.0
4205,UNITED STATES OF AMERICA,65+,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,33813000.0
4206,FRANCE,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,No,Yes,No,Cash,No,12099750.0
4207,RWANDA,25-44,Visiting Friends and Relatives,Bird watching,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,331500.0
4208,UGANDA,1-24,Scientific and Academic,Beach tourism,"Radio, TV, Web",Independent,No,No,No,No,Cash,Yes,106000.0
4209,UNITED STATES OF AMERICA,65+,Leisure and Holidays,Diving and Sport Fishing,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,Cash,Yes,27017250.0
4210,UNITED ARAB EMIRATES,25-44,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,28260375.0
4211,UNITED KINGDOM,25-44,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,530400.0
4212,ITALY,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Credit Card,Yes,497250.0
4213,UNITED KINGDOM,25-44,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Credit Card,No,1000000.0
4214,KENYA,25-44,Visiting Friends and Relatives,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,473000.0
4215,CHILE,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,No,Yes,No,Cash,Yes,574750.0
4216,FRANCE,25-44,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,Cash,Yes,1588531.0
4217,ETHIOPIA,25-44,Meetings and Conference,Mountain climbing,"Travel, agent, tour operator",Independent,No,No,No,No,Credit Card,Yes,6630000.0
4218,KENYA,45-64,Visiting Friends and Relatives,Hunting tourism,others,Independent,No,No,No,No,Cash,No,350000.0
4219,ITALY,25-44,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Cash,No,10438918.0
4220,ZAMBIA,25-44,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,500000.0
4221,UGANDA,25-44,Meetings and Conference,Mountain climbing,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,125000.0
4222,ITALY,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,8022081.55
4223,ZAMBIA,25-44,Business,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,Cash,No,1160250.0
4224,ZAMBIA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,300000.0
4225,KENYA,45-64,Meetings and Conference,Mountain climbing,Trade fair,Independent,No,No,No,No,Cash,No,100000.0
4226,BURUNDI,45-64,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,92000.0
4227,ZAMBIA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,2605500.0
4228,ZIMBABWE,25-44,Business,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,Cash,No,646425.0
4229,BURUNDI,25-44,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,370000.0
4230,MALAWI,1-24,Other,Hunting tourism,others,Independent,No,No,No,No,Cash,No,120000.0
4231,UNITED KINGDOM,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Credit Card,Yes,12774274.5
4232,ITALY,1-24,Leisure and Holidays,Cultural tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,1361598.0
4233,ZIMBABWE,25-44,Business,Wildlife tourism,others,Independent,No,No,No,No,Cash,No,497250.0
4234,ZIMBABWE,25-44,Business,Wildlife tourism,Tanzania Mission Abroad,Independent,No,No,No,No,Cash,Yes,654712.5
4235,ZAMBIA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,1574625.0
4236,ZIMBABWE,45-64,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,65000.0
4237,ZIMBABWE,1-24,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,331500.0
4238,ZAMBIA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,320000.0
4239,ZIMBABWE,25-44,Business,Beach tourism,others,Independent,No,No,No,No,Cash,No,105200.0
4240,BURUNDI,25-44,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,79000.0
4241,BELGIUM,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,No,No,No,Cash,Yes,13615980.0
4242,BURUNDI,45-64,Business,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,4237000.0
4243,ZIMBABWE,25-44,Other,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,1202400.0
4244,UGANDA,25-44,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,82557.8
4245,UGANDA,25-44,Business,Wildlife tourism,Trade fair,Independent,No,No,No,No,Cash,No,1590000.0
4246,ZIMBABWE,25-44,Visiting Friends and Relatives,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,248625.0
4247,GREECE,1-24,Leisure and Holidays,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,845325.0
4248,ZIMBABWE,25-44,Business,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,500000.0
4249,UGANDA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,1000000.0
4250,UNITED KINGDOM,65+,Visiting Friends and Relatives,Bird watching,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,497250.0
4251,UGANDA,45-64,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,345000.0
4252,ZIMBABWE,25-44,Business,Bird watching,Tanzania Mission Abroad,Independent,No,No,No,No,Cash,No,663000.0
4253,ZIMBABWE,25-44,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,No,1657500.0
4254,ZIMBABWE,25-44,Business,Bird watching,"Friends, relatives",Independent,No,No,No,No,Cash,No,250000.0
4255,ZAMBIA,45-64,Other,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,160000.0
4256,ZIMBABWE,45-64,Other,Hunting tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,No,96000.0
4257,ZAMBIA,25-44,Business,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,No,291200.0
4258,ZIMBABWE,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,414375.0
4259,ITALY,45-64,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,No,Cash,Yes,20553000.0
4260,ZIMBABWE,25-44,Business,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,495000.0
4261,ZIMBABWE,25-44,Business,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,331500.0
4262,ZIMBABWE,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,331500.0
4263,FRANCE,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Credit Card,Yes,580125.0
4264,UGANDA,25-44,Other,Hunting tourism,others,Independent,No,No,No,No,Cash,No,150000.0
4265,CANADA,1-24,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,1707225.0
4266,UGANDA,25-44,Visiting Friends and Relatives,Bird watching,"Friends, relatives",Independent,No,No,No,No,Cash,No,200000.0
4267,ZIMBABWE,25-44,Business,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,1226550.0
4268,UNITED STATES OF AMERICA,25-44,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,944775.0
4269,ZIMBABWE,25-44,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,1160250.0
4270,DRC,25-44,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,124700.0
4271,ZIMBABWE,25-44,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,994500.0
4272,UGANDA,1-24,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,100000.0
4273,ZAMBIA,25-44,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,355000.0
4274,UGANDA,25-44,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,900000.0
4275,ZIMBABWE,25-44,Business,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,828750.0
4276,POLAND,25-44,Other,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,1657500.0
4277,ZAMBIA,25-44,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,420000.0
4278,UGANDA,1-24,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,95000.0
4279,ZAMBIA,25-44,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,200000.0
4280,ZIMBABWE,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,165750.0
4281,UGANDA,45-64,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,107000.0
4282,ZAMBIA,25-44,Other,Hunting tourism,others,Independent,No,No,No,No,Cash,No,256000.0
4283,ZAMBIA,25-44,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,2486250.0
4284,ZIMBABWE,25-44,Business,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,130000.0
4285,ZIMBABWE,25-44,Other,Hunting tourism,Tanzania Mission Abroad,Independent,No,No,No,No,Cash,Yes,90000.0
4286,ZAMBIA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,130000.0
4287,UNITED KINGDOM,25-44,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,No,No,Yes,Cash,Yes,15932280.0
4288,ZIMBABWE,25-44,Business,Wildlife tourism,others,Independent,No,No,No,No,Cash,No,331500.0
4289,UGANDA,45-64,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,400000.0
4290,UGANDA,45-64,Business,Wildlife tourism,Tanzania Mission Abroad,Independent,No,No,No,No,Cash,No,400000.0
4291,ZIMBABWE,1-24,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,201130.0
4292,ZAMBIA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,1657500.0
4293,ZAMBIA,25-44,Other,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,1050000.0
4294,ZAMBIA,25-44,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,120000.0
4295,ZAMBIA,45-64,Other,Hunting tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,560000.0
4296,ZIMBABWE,1-24,Meetings and Conference,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,497250.0
4297,BURUNDI,25-44,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,104500.0
4298,DRC,25-44,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,415000.0
4299,CONGO,25-44,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,Cash,No,61000.0
4300,ZIMBABWE,1-24,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,1574625.0
4301,ISRAEL,1-24,Visiting Friends and Relatives,Cultural tourism,others,Independent,No,No,No,No,Cash,Yes,1243125.0
4302,UNITED KINGDOM,1-24,Leisure and Holidays,Cultural tourism,others,Independent,No,No,No,No,Cash,Yes,147920.0
4303,BURUNDI,25-44,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,65000.0
4304,ZAMBIA,25-44,Business,Wildlife tourism,others,Independent,No,No,No,No,Cash,No,727600.0
4305,ZAMBIA,25-44,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,Yes,5295600.0
4306,ZAMBIA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,2740000.0
4307,DRC,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,504000.0
4308,ZAMBIA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,3205000.0
4309,ZAMBIA,25-44,Business,Mountain climbing,others,Independent,No,No,No,No,Credit Card,Yes,420000.0
4310,SWEDEN,25-44,Visiting Friends and Relatives,Cultural tourism,others,Independent,No,No,No,No,Cash,No,828750.0
4311,ZAMBIA,25-44,Business,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,157000.0
4312,BURGARIA,25-44,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,75000.0
4313,UGANDA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,573495.0
4314,UGANDA,45-64,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,500000.0
4315,UGANDA,65+,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,145000.0
4316,UGANDA,25-44,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,500000.0
4317,BURUNDI,1-24,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,92200.0
4318,ZAMBIA,25-44,Business,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,Cash,Yes,497250.0
4319,DRC,25-44,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,94000.0
4320,KENYA,25-44,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,No,1887600.0
4321,ZAMBIA,25-44,Business,Bird watching,"Friends, relatives",Independent,No,No,No,No,Cash,No,1002787.5
4322,UGANDA,45-64,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,100000.0
4323,ZAMBIA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,1897837.5
4324,UGANDA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,8287500.0
4325,BURUNDI,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,332000.0
4326,BURUNDI,25-44,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,120000.0
4327,DRC,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,1560000.0
4328,ZIMBABWE,25-44,Business,Wildlife tourism,others,Independent,No,No,No,No,Cash,Yes,300000.0
4329,ZIMBABWE,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,911625.0
4330,UNITED STATES OF AMERICA,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,55526250.0
4331,ZIMBABWE,25-44,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,No,828750.0
4332,UGANDA,25-44,Other,Hunting tourism,others,Independent,No,No,No,No,Cash,No,200000.0
4333,BURUNDI,25-44,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,1230000.0
4334,ZIMBABWE,25-44,Meetings and Conference,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,No,331500.0
4335,ZIMBABWE,1-24,Business,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,200000.0
4336,CONGO,25-44,Scientific and Academic,Hunting tourism,Tanzania Mission Abroad,Independent,No,No,No,No,Cash,Yes,632000.0
4337,UGANDA,45-64,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,100000.0
4338,ZAMBIA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,443600.0
4339,RWANDA,45-64,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,141000.0
4340,UGANDA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,100000.0
4341,ZIMBABWE,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,510000.0
4342,ZAMBIA,45-64,Business,Wildlife tourism,inflight magazines,Independent,No,No,No,No,Cash,No,321000.0
4343,ZAMBIA,25-44,Other,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,440000.0
4344,ZIMBABWE,25-44,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,160000.0
4345,ZAMBIA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,422662.5
4346,DRC,45-64,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,270000.0
4347,ZIMBABWE,45-64,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,No,2486250.0
4348,UNITED STATES OF AMERICA,25-44,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,Credit Card,No,1723800.0
4349,ZIMBABWE,45-64,Other,Hunting tourism,others,Independent,No,No,No,No,Cash,Yes,580125.0
4350,BURUNDI,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,601000.0
4351,DRC,25-44,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,195000.0
4352,ZAMBIA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,260000.0
4353,ZIMBABWE,45-64,Leisure and Holidays,Hunting tourism,"Radio, TV, Web",Independent,No,No,No,No,Cash,No,270000.0
4354,GERMANY,45-64,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,Yes,3403995.0
4355,ZAMBIA,1-24,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,238302.0
4356,ZAMBIA,25-44,Business,Mountain climbing,Trade fair,Independent,No,No,No,No,Cash,Yes,250000.0
